Medicine ID,Medical Condition,Specialty,Generic Name,Brand Name,Strength,Dosage Form,Route,Adult Dose,Pediatric Dose,Pregnancy Warning,Contraindications,Drug Interactions,Schedule,ICD10 Category
RX20146,GERD,Pulmonology,Carbamazepine,CARBA-RX20146,20 mg,Drops,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20147,Anxiety,Ophthalmology,Insulin Glargine,INSUL-RX20147,75 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20148,Fungal Infection,Gastroenterology,Vildagliptin,VILDA-RX20148,40 mg,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20149,Allergy,Dermatology,Progesterone,PROGE-RX20149,50 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20150,Asthma,Gastroenterology,Risperidone,RISPE-RX20150,25 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20151,Anxiety,Pediatrics,Moxifloxacin,MOXIF-RX20151,500 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20152,Anxiety,Oncology,Fluticasone,FLUTI-RX20152,1 g,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20153,Anxiety,Psychiatry,Montelukast,MONTE-RX20153,75 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20154,Stroke,Pulmonology,Linezolid,LINEZ-RX20154,100 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20155,GERD,Diabetology,Moxifloxacin,MOXIF-RX20155,25 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20156,Acne,Neurology,Pantoprazole,PANTO-RX20156,20 mg,Drops,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20157,Back Pain,Diabetology,Lansoprazole,LANSO-RX20157,250 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20158,Fever,Gynecology,Tramadol,TRAMA-RX20158,500 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20159,Diabetes,Pulmonology,Salbutamol,SALBU-RX20159,100 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20160,Sinusitis,Diabetology,Escitalopram,ESCIT-RX20160,1 g,Gel,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20161,Heart Failure,Neurology,Olmesartan,OLMES-RX20161,75 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20162,Heart Failure,Diabetology,Paracetamol,PARAC-RX20162,50 mg,Tablet,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20163,Anxiety,ENT,Azithromycin,AZITH-RX20163,1 g,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20164,Diabetes,Internal Medicine,Cetirizine,CETIR-RX20164,50 mg,Tablet,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20165,GERD,Orthopedics,Azithromycin,AZITH-RX20165,20 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20166,Angina,Neurology,Celecoxib,CELEC-RX20166,20 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20167,GERD,Gynecology,Progesterone,PROGE-RX20167,1 g,Inhaler,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20168,Glaucoma,Pulmonology,Xylometazoline,XYLOM-RX20168,250 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20169,Asthma,Gynecology,Capecitabine,CAPEC-RX20169,250 mg,Inhaler,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20170,Asthma,Dermatology,Metoprolol,METOP-RX20170,50 mg,Capsule,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20171,IBS,Neurology,Imatinib,IMATI-RX20171,10 mg,Syrup,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20172,Hypertension,Orthopedics,Timolol,TIMOL-RX20172,100 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20173,Heart Failure,Oncology,Sucralfate,SUCRA-RX20173,20 mg,Cream,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20174,Diabetes,Dermatology,Valsartan,VALSA-RX20174,75 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20175,Migraine,Pediatrics,Dapagliflozin,DAPAG-RX20175,5 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20176,Allergy,Gastroenterology,Tamsulosin,TAMSU-RX20176,10 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20177,Osteoporosis,Ophthalmology,Tamoxifen,TAMOX-RX20177,5 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20178,Angina,Internal Medicine,Meropenem,MEROP-RX20178,2.5 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20179,Glaucoma,Pulmonology,Ticagrelor,TICAG-RX20179,50 mg,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20180,Migraine,Pulmonology,Paroxetine,PAROX-RX20180,2.5 mg,Ointment,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20181,UTI,Internal Medicine,Aspirin,ASPIR-RX20181,250 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20182,Infertility,Pulmonology,Levetiracetam,LEVET-RX20182,50 mg,Ointment,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20183,IBS,Ophthalmology,Fluoxetine,FLUOX-RX20183,1 g,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20184,Allergy,Diabetology,Cefixime,CEFIX-RX20184,10 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20185,GERD,Cardiology,Tramadol,TRAMA-RX20185,40 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20186,Cancer,Pulmonology,Lithium,LITHI-RX20186,10 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20187,GERD,Psychiatry,Isotretinoin,ISOTR-RX20187,10 mg,Inhaler,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20188,Fungal Infection,Cardiology,Doxycycline,DOXYC-RX20188,75 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20189,Pneumonia,ENT,Nitrofurantoin,NITRO-RX20189,40 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20190,Fever,Diabetology,Montelukast,MONTE-RX20190,2.5 mg,Syrup,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20191,Arthritis,Cardiology,Hydroxyzine,HYDRO-RX20191,500 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20192,Gastritis,Diabetology,Olmesartan,OLMES-RX20192,50 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20193,Stroke,Ophthalmology,Etoricoxib,ETORI-RX20193,500 mg,Injection,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20194,Epilepsy,Ophthalmology,Lithium,LITHI-RX20194,250 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20195,Pneumonia,Ophthalmology,Atorvastatin,ATORV-RX20195,100 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20196,Diabetes,Dermatology,Losartan,LOSAR-RX20196,25 mg,Tablet,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20197,Depression,Pediatrics,Ranolazine,RANOL-RX20197,1 g,Drops,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20198,Pneumonia,Orthopedics,Xylometazoline,XYLOM-RX20198,100 mg,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20199,Stroke,Dermatology,Empagliflozin,EMPAG-RX20199,40 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20200,UTI,Ophthalmology,Sucralfate,SUCRA-RX20200,2.5 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20201,Schizophrenia,Urology,Moxifloxacin Eye Drops,MOXIF-RX20201,50 mg,Tablet,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20202,Asthma,Oncology,Levetiracetam,LEVET-RX20202,2.5 mg,Gel,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20203,Anxiety,Neurology,Bisoprolol,BISOP-RX20203,20 mg,Cream,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20204,Fever,Cardiology,Montelukast,MONTE-RX20204,100 mg,Syrup,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20205,Angina,Urology,Bisoprolol,BISOP-RX20205,100 mg,Gel,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20206,Pneumonia,Pediatrics,Olmesartan,OLMES-RX20206,100 mg,Cream,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20207,Osteoporosis,Oncology,Gabapentin,GABAP-RX20207,20 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20208,Sinusitis,Pulmonology,Tamoxifen,TAMOX-RX20208,40 mg,Drops,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20209,Migraine,Neurology,Amoxicillin,AMOXI-RX20209,2.5 mg,Ointment,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20210,Allergy,Urology,Nebivolol,NEBIV-RX20210,250 mg,Inhaler,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20211,Neuropathy,Urology,Amoxicillin,AMOXI-RX20211,5 mg,Syrup,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20212,UTI,Orthopedics,Valproate,VALPR-RX20212,75 mg,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20213,GERD,Urology,Budesonide,BUDES-RX20213,10 mg,Gel,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20214,Cancer,Dermatology,Fluticasone,FLUTI-RX20214,75 mg,Cream,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20215,Anxiety,Pediatrics,Risperidone,RISPE-RX20215,1 g,Drops,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20216,Dermatitis,ENT,Diclofenac,DICLO-RX20216,5 mg,Tablet,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20217,Dermatitis,Pulmonology,Telmisartan,TELMI-RX20217,5 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20218,Heart Failure,Internal Medicine,Insulin Glargine,INSUL-RX20218,20 mg,Cream,Ophthalmic,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20219,Acne,Pediatrics,Paroxetine,PAROX-RX20219,10 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20220,Gastritis,Diabetology,Pregabalin,PREGA-RX20220,2.5 mg,Drops,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20221,Stroke,Pulmonology,Tamoxifen,TAMOX-RX20221,1 g,Syrup,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20222,IBS,Oncology,Celecoxib,CELEC-RX20222,1 g,Tablet,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20223,Angina,Neurology,Moxifloxacin,MOXIF-RX20223,1 g,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20224,Migraine,Gastroenterology,Cefixime,CEFIX-RX20224,2.5 mg,Injection,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20225,Fever,Oncology,Domperidone,DOMPE-RX20225,25 mg,Syrup,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,G40
RX20226,Acne,Diabetology,Paracetamol,PARAC-RX20226,100 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20227,Fungal Infection,Pulmonology,Levocetirizine,LEVOC-RX20227,500 mg,Capsule,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20228,Epilepsy,Neurology,Prednisolone,PREDN-RX20228,100 mg,Cream,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,K21
RX20229,Fever,Orthopedics,Moxifloxacin Eye Drops,MOXIF-RX20229,10 mg,Injection,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20230,Arthritis,Internal Medicine,Levocetirizine,LEVOC-RX20230,500 mg,Inhaler,Inhalation,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20231,Allergy,Gynecology,Isotretinoin,ISOTR-RX20231,5 mg,Capsule,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20232,Stroke,Ophthalmology,Olmesartan,OLMES-RX20232,25 mg,Gel,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,I10
RX20233,Anxiety,Dermatology,Fluticasone,FLUTI-RX20233,10 mg,Capsule,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20234,Schizophrenia,Internal Medicine,Moxifloxacin Eye Drops,MOXIF-RX20234,50 mg,Injection,IM,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20235,Infertility,Psychiatry,Telmisartan,TELMI-RX20235,75 mg,Injection,Nasal,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20236,Allergy,Oncology,Linagliptin,LINAG-RX20236,40 mg,Syrup,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,F32
RX20237,Diabetes,Oncology,Doxycycline,DOXYC-RX20237,50 mg,Ointment,Oral,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
RX20238,Depression,Ophthalmology,Salbutamol,SALBU-RX20238,25 mg,Inhaler,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,N39
RX20239,Heart Failure,Dermatology,Venlafaxine,VENLA-RX20239,75 mg,Gel,Topical,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,E11
RX20240,Pneumonia,Diabetology,Cefixime,CEFIX-RX20240,10 mg,Ointment,IV,As directed by physician,Consult pediatrician,Use with caution,Hypersensitivity,Check interaction profile,Rx,J45
